customer_id,tx_date,amount,category,channel
28,2025-05-05,16.82,Home,Web
28,2025-03-26,25.7,Grocery,Web
28,2025-05-09,11.03,Fashion,App
29,2025-06-17,13.44,Electronics,App
29,2024-12-05,44.12,Electronics,Web
29,2024-12-22,28.34,Home,Retail
29,2024-11-24,23.68,Home,Web
29,2024-08-12,19.54,Home,App
29,2024-05-30,23.46,Beauty,App
29,2024-09-15,16.36,Beauty,App
30,2025-03-24,16.63,Grocery,App
30,2024-11-26,25.58,Grocery,Web
30,2025-01-26,18.03,Grocery,App
30,2024-07-06,10.98,Home,App
30,2024-11-08,26.61,Grocery,Web
31,2025-05-21,14.76,Electronics,App
31,2025-05-02,14.03,Beauty,App
31,2024-07-08,8.69,Beauty,Retail
31,2024-10-30,29.28,Grocery,App
31,2025-03-12,9.24,Beauty,App
32,2023-09-02,30.11,Grocery,Web
32,2025-05-27,17.43,Home,Web
32,2024-05-21,12.62,Electronics,Retail
32,2023-08-09,77.27,Home,App
32,2024-01-18,43.18,Grocery,App
32,2023-09-14,18.96,Electronics,App
32,2025-06-10,39.54,Grocery,App
32,2025-03-24,14.13,Home,Web
32,2024-12-28,7.68,Home,Web
33,2024-06-24,12.25,Beauty,Web
33,2025-04-23,14.75,Beauty,Web
33,2024-01-09,14.28,Home,Web
33,2024-05-17,11.18,Beauty,App
33,2024-10-08,21.68,Electronics,Web
33,2023-04-01,34.88,Electronics,App
33,2023-12-04,20.42,Beauty,Web
33,2024-07-21,18.96,Fashion,App
33,2024-07-28,17.68,Beauty,App
33,2024-07-20,51.39,Electronics,App
33,2023-09-24,16.18,Electronics,Web
34,2025-06-17,19.38,Fashion,App
34,2024-08-30,38.33,Electronics,Web
34,2025-05-05,44.94,Electronics,Web
34,2025-03-25,37.12,Beauty,App
34,2025-05-09,36.35,Home,Web
34,2024-07-11,22.04,Electronics,App
34,2025-04-18,29.16,Electronics,Retail
34,2024-08-31,50.18,Beauty,App
35,2025-03-26,21.07,Beauty,App
35,2025-03-20,18.11,Beauty,App
35,2025-05-11,31.49,Grocery,App
36,2023-08-31,67.08,Fashion,App
36,2024-09-12,10.83,Beauty,App
36,2023-11-27,24.48,Fashion,Retail
36,2023-12-18,10.28,Grocery,Web
36,2024-02-23,21.93,Beauty,Web
36,2023-09-23,30.84,Grocery,App
36,2024-07-29,9.96,Grocery,App
36,2024-04-06,25.61,Home,Web
36,2025-01-24,49.47,Home,App
37,2025-03-03,21.13,Grocery,App
37,2025-03-17,16.28,Electronics,Web
37,2025-05-07,23.7,Beauty,App
37,2025-04-30,30.33,Electronics,App
37,2025-03-21,36.26,Beauty,App
37,2025-04-05,32.56,Beauty,App
37,2025-05-05,12.78,Electronics,App
38,2025-05-13,12.14,Electronics,App
38,2025-02-06,16.95,Beauty,Web
38,2025-03-10,7.45,Beauty,Web
38,2025-05-10,31.27,Beauty,Retail
39,2023-10-29,36.15,Fashion,App
39,2023-10-05,27.56,Home,App
39,2025-01-02,29.82,Home,Web
39,2025-03-28,29.44,Beauty,Web
39,2025-02-05,20.98,Grocery,App
39,2024-08-17,15.45,Home,Web
39,2024-01-24,25.99,Grocery,App
40,2025-04-29,34.78,Fashion,App
40,2025-04-05,36.81,Beauty,Retail
40,2024-08-31,22.82,Beauty,App
40,2024-10-27,21.64,Grocery,Web
40,2024-08-25,13.07,Home,App
41,2024-04-19,9.82,Fashion,Web
41,2023-11-25,28.78,Grocery,Web
41,2024-08-13,5.23,Beauty,App
41,2024-08-19,21.05,Home,App
41,2023-09-30,18.09,Electronics,App
41,2025-06-09,21.97,Fashion,App
41,2025-01-18,32.97,Electronics,Retail
41,2025-05-06,40.33,Grocery,Retail
41,2024-02-18,8.99,Beauty,Retail
41,2024-02-23,74.65,Fashion,Web
42,2025-04-16,17.4,Beauty,Web
42,2025-05-28,56.84,Fashion,Web
42,2025-01-22,15.65,Home,Web
42,2024-11-25,28.08,Electronics,App
42,2025-06-08,28.52,Beauty,Web
42,2025-04-21,69.34,Grocery,Web
42,2024-12-29,33.1,Grocery,App
42,2025-01-16,34.25,Electronics,App
42,2025-04-04,23.1,Electronics,Retail
42,2025-06-23,11.69,Fashion,App
42,2025-05-15,12.46,Fashion,Web
42,2024-11-26,36.99,Electronics,App
43,2025-05-10,25.07,Fashion,Web
43,2025-03-14,11.26,Electronics,Web
43,2024-12-14,22.85,Grocery,App
43,2024-11-08,36.18,Beauty,App
43,2024-12-11,28.01,Beauty,App
43,2024-12-19,56.71,Home,Web
43,2024-11-28,28.2,Fashion,App
44,2024-06-04,49.4,Grocery,App
44,2024-01-05,10.82,Grocery,App
44,2025-04-03,24.67,Fashion,Web
44,2025-02-02,18.43,Beauty,App
44,2025-01-07,18.42,Beauty,Web
44,2025-05-03,17.41,Home,Web
44,2024-04-29,15.74,Electronics,App
45,2025-03-05,9.86,Electronics,Retail
45,2024-09-16,35.63,Electronics,App
45,2023-10-13,17.28,Home,Web
45,2025-05-14,49.1,Electronics,App
45,2024-03-10,26.03,Electronics,App
45,2024-04-11,9.2,Fashion,App
45,2024-11-06,46.75,Fashion,Web
45,2024-06-27,5.4,Electronics,App
45,2025-06-13,65.52,Fashion,Web
45,2024-09-04,15.06,Fashion,App
45,2024-02-20,16.32,Fashion,App
46,2025-06-08,18.11,Grocery,Web
46,2025-06-24,43.63,Beauty,Web
46,2025-06-29,8.96,Grocery,Web
46,2025-06-17,12.29,Fashion,App
46,2025-06-06,23.6,Fashion,App
46,2025-06-26,4.83,Electronics,App
47,2025-03-18,41.55,Home,App
47,2025-04-22,16.29,Home,App
47,2025-04-15,17.91,Home,App
47,2024-05-30,54.51,Grocery,Web
47,2024-03-27,24.79,Fashion,Web
47,2024-10-30,62.18,Fashion,Retail
47,2024-09-17,57.7,Beauty,App
47,2024-05-29,9.47,Home,App
47,2024-12-25,31.46,Electronics,Retail
48,2025-04-14,12.21,Electronics,Web
48,2025-03-25,9.11,Fashion,App
48,2025-04-01,9.95,Beauty,App
48,2025-05-09,13.17,Electronics,Retail
48,2025-05-13,53.37,Home,Retail
48,2025-05-14,5.72,Home,App
48,2025-05-06,51.43,Grocery,Retail
48,2025-05-11,17.9,Beauty,App
49,2024-12-21,41.94,Grocery,App
49,2025-06-10,58.43,Fashion,App
49,2025-05-18,34.12,Electronics,App
49,2024-09-13,28.7,Electronics,Web
49,2024-09-17,15.19,Beauty,Web
49,2024-09-19,27.33,Beauty,App
49,2024-10-03,32.98,Fashion,App
49,2024-10-13,17.65,Fashion,Retail
49,2024-12-29,22.04,Fashion,App
49,2024-11-23,37.59,Home,Web
50,2025-01-07,7.41,Beauty,Web
50,2025-04-10,39.18,Home,Web
50,2025-06-27,33.4,Fashion,Retail
50,2025-04-29,34.54,Fashion,App
50,2025-01-21,12.72,Home,Web
50,2024-12-15,41.95,Beauty,App
50,2025-03-03,37.12,Home,Web
50,2025-05-11,20.56,Fashion,App
50,2024-12-16,10.48,Grocery,Web
50,2025-03-30,64.6,Electronics,App
51,2024-12-28,16.11,Electronics,App
51,2024-12-03,43.77,Fashion,Web
51,2025-06-29,33.7,Beauty,App
51,2025-06-17,5.81,Home,App
51,2025-01-23,9.29,Electronics,App
51,2025-01-20,19.11,Electronics,Retail
51,2024-12-17,36.69,Beauty,Web
51,2025-02-05,24.92,Electronics,App
51,2025-04-06,9.04,Beauty,Web
52,2024-04-12,53.0,Beauty,App
52,2024-12-21,13.49,Beauty,Retail
52,2024-12-25,4.81,Beauty,App
52,2025-01-17,24.64,Grocery,App
52,2023-12-30,9.38,Fashion,Retail
52,2025-01-16,26.1,Fashion,App
52,2023-09-17,12.33,Electronics,Retail
52,2025-06-05,32.8,Grocery,App
52,2023-10-05,8.93,Grocery,App
52,2023-06-30,19.64,Home,Web
53,2024-06-14,10.56,Fashion,Web
53,2024-12-14,25.46,Grocery,App
53,2024-10-18,20.52,Electronics,App
53,2024-03-16,40.7,Beauty,App
53,2024-07-16,8.48,Home,App
53,2023-12-04,14.32,Fashion,Web
53,2024-06-01,10.05,Grocery,App
53,2024-03-25,17.96,Grocery,App
53,2024-07-19,25.83,Grocery,Web
54,2025-01-21,13.48,Grocery,App
54,2025-06-22,49.79,Grocery,Retail
54,2024-10-04,32.91,Beauty,App
54,2024-06-01,37.94,Electronics,Web
54,2025-06-11,10.54,Beauty,App
54,2024-04-21,13.33,Grocery,App
54,2024-06-15,16.95,Electronics,App
54,2025-02-18,24.69,Grocery,App
54,2024-07-21,7.22,Home,App
54,2025-04-15,22.43,Beauty,App
54,2024-11-21,14.45,Grocery,App
54,2025-05-24,38.3,Home,Web
55,2024-10-14,34.02,Electronics,App
55,2025-03-06,20.45,Beauty,App
55,2024-11-19,11.11,Electronics,Web
55,2024-10-14,23.52,Electronics,Web
55,2024-09-17,7.52,Home,App
55,2025-04-01,13.22,Beauty,App
55,2024-06-19,24.05,Electronics,Web
55,2024-09-06,25.93,Fashion,Web
55,2024-03-29,35.95,Fashion,Web
56,2024-06-20,28.72,Home,App
56,2023-06-23,21.09,Beauty,App
56,2023-03-07,18.03,Home,Web
56,2024-01-30,26.64,Grocery,Web
56,2023-08-08,55.01,Grocery,Web
56,2023-06-14,12.93,Grocery,App
56,2024-06-08,16.85,Grocery,App
56,2023-06-02,11.87,Electronics,App
57,2024-10-05,50.12,Home,Web
57,2024-07-02,9.02,Fashion,Web
57,2024-10-02,62.94,Beauty,Web
57,2025-06-12,34.48,Home,Web
57,2024-11-05,41.51,Beauty,Web
57,2024-09-14,11.24,Home,App
57,2024-10-19,20.53,Home,App
58,2024-02-08,48.8,Beauty,Web
58,2025-05-24,23.87,Home,App
58,2023-11-27,50.46,Home,App
58,2024-11-22,10.44,Fashion,App
58,2025-05-11,18.13,Home,App
58,2024-07-08,27.8,Home,App
58,2023-10-05,15.45,Beauty,Web
58,2024-03-22,12.31,Fashion,App
58,2023-09-09,26.38,Beauty,App
58,2024-03-07,32.51,Fashion,App
59,2024-12-03,22.3,Fashion,Retail
59,2024-12-25,51.0,Fashion,Web
59,2025-06-14,36.74,Beauty,Web
59,2025-06-27,23.62,Electronics,App
59,2025-06-11,15.92,Fashion,App
59,2025-06-04,57.38,Home,Web
59,2025-06-18,9.75,Grocery,Retail
59,2024-12-06,12.42,Home,App
59,2025-06-25,21.81,Home,Retail
60,2025-03-10,33.67,Electronics,App
60,2025-01-21,27.0,Home,Web
60,2024-11-16,38.81,Fashion,Web
60,2025-01-24,27.66,Beauty,Web
60,2024-10-09,12.53,Electronics,App
60,2024-10-22,46.03,Fashion,App
60,2025-02-13,22.91,Grocery,App
61,2025-06-25,21.01,Beauty,App
61,2025-05-28,17.38,Grocery,App
61,2025-04-20,14.6,Home,App
61,2025-04-25,4.77,Grocery,Web
61,2025-05-11,8.59,Fashion,App
61,2025-05-01,54.95,Grocery,App
62,2024-12-17,11.85,Home,App
62,2024-11-25,10.27,Electronics,Web
62,2024-12-18,13.51,Beauty,Web
62,2024-12-28,12.67,Electronics,Web
62,2025-05-20,13.92,Home,App
62,2025-04-15,15.96,Grocery,Web
62,2025-04-13,15.46,Electronics,App
62,2025-01-09,25.34,Home,Web
63,2025-06-07,44.78,Fashion,Web
63,2024-06-14,31.34,Grocery,App
63,2025-04-29,22.39,Home,Web
63,2024-08-20,13.38,Electronics,Web
63,2025-05-30,23.35,Beauty,App
64,2025-06-20,11.97,Grocery,Web
64,2025-06-13,11.27,Fashion,App
64,2025-06-04,53.18,Electronics,Web
64,2025-06-28,14.57,Home,Web
64,2025-06-12,6.79,Grocery,Web
64,2025-06-04,49.95,Home,App
64,2025-06-08,25.74,Grocery,Web
64,2025-06-23,68.3,Grocery,App
64,2025-06-10,17.72,Home,Web
64,2025-06-20,30.76,Grocery,App
64,2025-06-25,16.52,Home,Web
65,2024-10-07,9.89,Home,Web
65,2024-02-20,12.56,Beauty,Retail
65,2024-10-26,36.44,Fashion,Web
65,2024-11-22,8.5,Fashion,App
65,2025-04-15,44.0,Home,Retail
65,2024-07-31,11.98,Grocery,App
65,2024-05-11,11.8,Grocery,App
65,2024-02-18,70.01,Beauty,Web
65,2024-05-22,30.05,Home,App
66,2024-08-08,10.38,Grocery,App
66,2023-10-28,10.55,Electronics,App
66,2024-07-08,36.31,Home,App
66,2024-05-25,48.45,Fashion,App
66,2023-12-05,11.22,Electronics,App
67,2025-04-10,37.99,Grocery,App
67,2025-05-31,26.2,Beauty,App
67,2025-05-27,21.13,Grocery,Web
67,2025-06-17,12.98,Grocery,App
67,2025-05-01,11.79,Home,App
67,2025-04-28,42.95,Fashion,Retail
67,2025-06-04,24.06,Fashion,Retail
67,2025-05-08,13.01,Electronics,Web
67,2025-05-30,18.67,Electronics,Web
67,2025-04-28,26.07,Home,App
68,2025-05-03,13.24,Home,Web
68,2024-01-03,22.09,Beauty,App
68,2024-09-20,36.09,Grocery,Web
68,2025-05-22,15.5,Fashion,App
68,2025-06-15,16.78,Fashion,Web
68,2024-07-21,45.41,Electronics,Web
68,2024-01-20,18.57,Home,Web
68,2024-03-20,124.11,Electronics,Web
68,2025-03-18,34.92,Home,App
68,2025-02-10,19.12,Beauty,App
68,2024-02-09,21.99,Beauty,App
69,2025-02-23,34.94,Electronics,Web
69,2025-01-16,15.1,Electronics,App
69,2023-08-08,29.53,Beauty,Web
69,2023-08-07,44.75,Home,App
69,2023-08-23,31.55,Grocery,App
70,2024-06-07,19.74,Electronics,App
70,2024-04-17,52.29,Grocery,Retail
70,2025-02-05,7.21,Beauty,App
70,2024-10-15,33.17,Electronics,App
70,2025-04-14,21.43,Beauty,Web
70,2024-06-04,39.16,Fashion,Web
70,2024-03-14,18.14,Grocery,App
71,2025-03-07,32.56,Fashion,App
71,2025-03-12,4.79,Home,App
71,2025-03-23,75.34,Electronics,Web
71,2025-02-09,27.15,Home,App
71,2025-01-14,24.49,Electronics,App
71,2025-03-14,12.59,Grocery,App
71,2025-04-12,19.76,Electronics,App
71,2025-01-11,17.46,Grocery,Web
71,2025-03-02,12.45,Home,App
71,2025-01-22,10.75,Grocery,App
72,2025-01-11,16.41,Electronics,Web
72,2024-12-30,21.74,Beauty,Web
72,2024-03-02,14.47,Beauty,Web
72,2025-06-02,35.58,Home,Retail
72,2023-08-30,10.2,Fashion,Web
72,2025-04-10,114.35,Beauty,Web
72,2023-07-09,25.91,Beauty,App
72,2025-03-02,45.69,Grocery,Web
73,2025-01-06,37.54,Beauty,App
73,2024-04-14,14.11,Electronics,Web
73,2025-02-03,35.66,Electronics,App
73,2025-02-28,14.61,Electronics,App
73,2024-04-02,19.7,Fashion,App
73,2024-04-30,24.87,Fashion,Web
73,2024-08-30,16.43,Home,App
73,2024-12-11,9.57,Home,App
74,2024-07-30,12.27,Grocery,App
74,2023-12-28,14.55,Home,Web
74,2023-10-13,42.03,Electronics,App
74,2023-11-06,12.15,Beauty,App
74,2023-07-27,20.59,Grocery,App
75,2025-06-10,34.5,Electronics,Web
75,2024-10-05,20.05,Electronics,App
75,2025-04-02,49.97,Electronics,Web
75,2025-06-27,9.61,Home,Web
75,2025-02-09,56.97,Grocery,App
75,2025-01-08,37.31,Fashion,App
75,2025-02-04,38.91,Electronics,App
75,2024-09-23,16.84,Fashion,App
76,2024-08-30,10.09,Fashion,App
76,2024-11-26,6.7,Fashion,App
76,2024-03-19,23.65,Electronics,Retail
76,2025-05-17,22.12,Electronics,Web
76,2024-10-27,36.66,Fashion,App
76,2025-06-01,31.24,Fashion,Retail
77,2024-12-03,34.3,Grocery,Web
77,2025-05-24,15.96,Home,App
77,2025-06-08,7.48,Electronics,Web
77,2024-01-01,7.27,Fashion,Web
77,2024-05-16,26.16,Beauty,Web
77,2024-08-23,17.05,Electronics,Web
77,2025-03-08,9.09,Beauty,App
77,2024-12-04,18.71,Electronics,Web
77,2024-08-12,18.63,Grocery,App
78,2024-10-22,21.0,Beauty,App
78,2024-04-16,17.27,Grocery,Web
78,2024-01-18,13.23,Beauty,Web
78,2024-10-02,17.94,Home,App
78,2024-10-28,24.76,Electronics,Web
78,2024-07-23,28.17,Grocery,Web
78,2024-12-16,7.45,Electronics,Web
79,2025-05-08,26.32,Grocery,App
79,2024-11-24,31.39,Grocery,Retail
79,2025-05-30,28.18,Grocery,App
79,2025-03-30,40.26,Fashion,Web
79,2024-09-19,7.11,Fashion,App
80,2025-01-13,47.51,Fashion,App
80,2024-12-09,20.25,Electronics,App
80,2024-11-10,21.03,Fashion,Retail
80,2025-03-22,18.62,Electronics,Web
80,2025-04-22,14.45,Electronics,Web
80,2024-12-07,38.31,Beauty,Web
81,2025-05-27,11.7,Grocery,App
81,2025-06-12,16.14,Beauty,App
81,2025-05-10,31.81,Electronics,Web
82,2024-09-04,31.66,Fashion,App
82,2024-02-04,20.09,Beauty,App
82,2024-02-03,29.57,Electronics,Retail
82,2024-09-28,23.13,Grocery,App
82,2024-08-27,32.2,Beauty,Web
82,2025-06-13,28.26,Electronics,Web
82,2024-08-30,10.88,Electronics,App
83,2024-12-18,39.54,Electronics,App
83,2024-02-15,69.42,Fashion,Retail
83,2024-10-28,15.34,Electronics,App
83,2025-01-19,20.8,Electronics,App
83,2024-04-19,23.28,Home,Web
84,2025-04-13,24.23,Beauty,Web
84,2025-02-24,51.09,Home,Web
84,2025-04-17,43.5,Electronics,Web
84,2025-04-03,29.42,Grocery,Web
84,2025-06-04,31.66,Home,Web
84,2025-06-06,37.26,Home,App
84,2025-02-12,23.62,Fashion,Web
84,2025-04-03,21.98,Fashion,Web
84,2025-05-13,13.34,Fashion,App
84,2025-04-17,20.67,Fashion,App
85,2024-10-03,38.93,Fashion,App
85,2025-05-08,31.19,Fashion,Retail
86,2024-10-05,15.99,Fashion,App
86,2024-10-27,35.15,Beauty,Web
86,2025-03-09,15.66,Fashion,Web
86,2025-05-18,16.08,Home,App
86,2024-12-22,52.02,Electronics,App
86,2025-01-25,88.66,Electronics,Web
86,2024-12-01,46.15,Grocery,Retail
86,2025-03-13,33.52,Electronics,Web
86,2024-11-20,12.08,Grocery,App
86,2024-11-18,24.83,Fashion,Web
86,2025-05-24,15.09,Fashion,Web
86,2025-02-04,33.37,Home,Web
87,2023-05-16,8.58,Electronics,Web
87,2024-06-14,69.26,Grocery,Web
87,2024-01-22,26.6,Fashion,Retail
87,2023-08-23,71.91,Beauty,App
87,2025-03-18,8.54,Fashion,App
87,2024-06-01,8.55,Electronics,App
87,2024-04-16,22.67,Fashion,App
87,2023-05-16,39.1,Grocery,App
87,2024-04-23,19.8,Electronics,Web
87,2024-09-29,14.27,Grocery,Web
88,2024-06-03,14.56,Beauty,Web
88,2024-03-05,18.3,Beauty,App
88,2024-04-26,13.38,Home,Web
88,2024-07-10,19.69,Grocery,App
88,2025-02-12,9.18,Home,App
88,2025-04-26,36.96,Home,App
