customer_id,recency,frequency,monetary,last_purchase
283,20,9,20.653333333333332,2025-06-11
284,30,11,22.23,2025-06-01
285,210,6,27.451666666666668,2024-12-03
286,4,10,25.118000000000002,2025-06-27
287,9,11,33.45363636363636,2025-06-22
288,201,5,30.532,2024-12-12
289,6,8,24.9,2025-06-25
290,23,5,34.208,2025-06-08
291,11,3,31.866666666666664,2025-06-20
292,153,11,33.156363636363636,2025-01-29
293,4,7,33.675714285714285,2025-06-27
294,47,12,24.113333333333333,2025-05-15
295,14,10,17.731,2025-06-17
296,18,8,34.6675,2025-06-13
297,2,5,20.387999999999998,2025-06-29
298,38,7,27.69142857142857,2025-05-24
299,75,4,28.475,2025-04-17
300,462,4,35.879999999999995,2024-03-26
301,77,5,21.848000000000003,2025-04-15
302,8,8,33.31125,2025-06-23
303,304,5,43.892,2024-08-31
304,1,8,25.5925,2025-06-30
305,40,10,22.967000000000002,2025-05-22
306,160,4,21.6,2025-01-22
307,112,8,31.83,2025-03-11
308,69,8,23.0225,2025-04-23
309,151,6,22.488333333333333,2025-01-31
310,28,15,40.80866666666667,2025-06-03
311,69,8,38.5825,2025-04-23
312,108,7,35.00857142857143,2025-03-15
313,29,13,18.79,2025-06-02
314,4,8,34.82875,2025-06-27
315,293,5,31.818,2024-09-11
316,101,8,26.065,2025-03-22
317,15,10,32.523,2025-06-16
318,3,8,25.74125,2025-06-28
319,5,11,28.55545454545455,2025-06-26
320,12,7,29.412857142857142,2025-06-19
321,215,1,6.72,2024-11-28
322,4,6,28.423333333333336,2025-06-27
323,53,11,30.716363636363635,2025-05-09
324,16,5,19.198,2025-06-15
325,1,10,37.745,2025-06-30
326,27,3,16.103333333333335,2025-06-04
327,52,8,25.22,2025-05-10
328,112,6,30.040000000000003,2025-03-11
329,63,8,20.752499999999998,2025-04-29
330,12,8,23.76,2025-06-19
331,163,3,12.79,2025-01-19
332,17,8,24.0,2025-06-14
333,45,7,32.26857142857143,2025-05-17
334,12,7,37.26142857142857,2025-06-19
335,15,7,23.77,2025-06-16
336,3,12,25.543333333333333,2025-06-28
337,9,11,39.70909090909091,2025-06-22
338,6,9,39.32,2025-06-25
339,145,6,42.68166666666667,2025-02-06
340,13,10,22.485,2025-06-18
341,5,10,23.419999999999998,2025-06-26
342,67,7,21.95,2025-04-25
343,58,7,22.55857142857143,2025-05-04
344,35,7,23.124285714285715,2025-05-27
345,25,3,32.14666666666667,2025-06-06
346,88,12,20.015833333333333,2025-04-04
347,4,6,46.81,2025-06-27
348,5,7,20.064285714285717,2025-06-26
349,153,13,19.033076923076923,2025-01-29
350,48,9,16.353333333333335,2025-05-14
351,79,2,64.4,2025-04-13
352,30,10,35.28,2025-06-01
353,63,12,23.830833333333334,2025-04-29
354,14,9,23.28666666666667,2025-06-17
355,1,6,24.53833333333333,2025-06-30
356,1,10,29.748,2025-06-30
357,28,14,17.763571428571428,2025-06-03
358,14,6,27.043333333333333,2025-06-17
359,339,3,17.953333333333333,2024-07-27
360,59,8,33.77625,2025-05-03
361,34,6,19.32166666666667,2025-05-28
362,6,11,21.382727272727273,2025-06-25
363,120,6,28.355,2025-03-03
364,8,9,34.096666666666664,2025-06-23
365,108,8,23.471249999999998,2025-03-15
366,24,11,36.47181818181818,2025-06-07
367,31,14,27.075,2025-05-31
368,50,6,16.456666666666667,2025-05-12
369,62,8,41.04625,2025-04-30
370,17,5,33.577999999999996,2025-06-14
371,6,9,24.64333333333333,2025-06-25
372,45,2,20.15,2025-05-17
373,10,6,33.82666666666667,2025-06-21
374,69,11,29.80636363636364,2025-04-23
375,15,6,31.893333333333334,2025-06-16
376,24,7,24.310000000000002,2025-06-07
377,31,15,22.399333333333335,2025-05-31
378,4,8,29.54875,2025-06-27
379,12,11,22.83,2025-06-19
380,5,9,18.391111111111112,2025-06-26
381,131,6,24.46166666666667,2025-02-20
382,7,8,36.1325,2025-06-24
383,10,7,19.16142857142857,2025-06-21
384,80,5,29.802,2025-04-12
385,86,7,21.074285714285715,2025-04-06
386,116,11,32.39363636363636,2025-03-07
387,18,10,31.354000000000003,2025-06-13
388,15,11,27.570909090909087,2025-06-16
389,3,5,39.482,2025-06-28
390,46,12,30.074166666666667,2025-05-16
391,22,7,35.98571428571428,2025-06-09
392,54,12,26.013333333333335,2025-05-08
393,44,11,28.567272727272726,2025-05-18
394,37,12,22.8025,2025-05-25
395,70,7,32.252857142857145,2025-04-22
396,7,7,18.47714285714286,2025-06-24
397,243,4,49.13,2024-10-31
398,1,7,44.16714285714285,2025-06-30
399,217,6,17.988333333333333,2024-11-26
400,14,6,54.778333333333336,2025-06-17
401,1,11,25.05909090909091,2025-06-30
402,135,3,12.76,2025-02-16
403,23,11,28.16909090909091,2025-06-08
404,1,13,27.50692307692308,2025-06-30
405,136,4,19.16,2025-02-15
406,10,9,24.172222222222224,2025-06-21
407,10,7,20.110000000000003,2025-06-21
408,16,6,37.906666666666666,2025-06-15
409,8,10,25.639999999999997,2025-06-23
410,54,10,28.186,2025-05-08
411,72,11,15.121818181818183,2025-04-20
412,220,3,14.040000000000001,2024-11-23
413,74,13,18.93076923076923,2025-04-18
414,139,11,26.793636363636367,2025-02-12
415,146,4,19.5425,2025-02-05
416,122,7,20.557142857142857,2025-03-01
417,1,5,30.258,2025-06-30
418,59,11,15.980909090909092,2025-05-03
419,81,4,23.5775,2025-04-11
420,12,11,22.61,2025-06-19
421,41,4,18.46,2025-05-21
422,5,10,34.928000000000004,2025-06-26
423,18,16,28.674375,2025-06-13
424,38,8,18.15875,2025-05-24
425,6,19,31.139999999999997,2025-06-25
426,79,6,30.44333333333334,2025-04-13
427,5,5,17.732,2025-06-26
428,4,6,29.978333333333335,2025-06-27
429,54,9,32.77222222222222,2025-05-08
430,12,10,21.02,2025-06-19
431,3,4,17.55,2025-06-28
432,13,12,21.156666666666666,2025-06-18
433,69,7,18.66142857142857,2025-04-23
434,28,8,25.28875,2025-06-03
435,43,10,26.093,2025-05-19
436,36,6,21.93166666666667,2025-05-26
437,30,8,24.9725,2025-06-01
438,14,5,27.372000000000003,2025-06-17
439,132,4,60.9225,2025-02-19
440,51,6,50.656666666666666,2025-05-11
441,5,10,22.853,2025-06-26
442,9,8,34.94125,2025-06-22
443,31,8,26.57,2025-05-31
444,60,6,30.47,2025-05-02
445,433,2,32.115,2024-04-24
446,14,9,32.08555555555555,2025-06-17
447,274,6,21.709999999999997,2024-09-30
448,3,9,27.765555555555558,2025-06-28
449,16,8,20.0475,2025-06-15
450,128,7,28.265714285714285,2025-02-23
451,3,10,23.499000000000002,2025-06-28
452,5,6,18.425,2025-06-26
453,2,11,24.414545454545454,2025-06-29
454,100,7,29.15285714285714,2025-03-23
455,11,5,16.17,2025-06-20
456,32,7,22.565714285714286,2025-05-30
457,239,10,28.856,2024-11-04
458,41,7,27.962857142857143,2025-05-21
459,32,4,23.1275,2025-05-30
460,88,7,27.57,2025-04-04
461,3,13,30.124615384615385,2025-06-28
462,176,8,22.60625,2025-01-06
463,64,10,28.199,2025-04-28
464,39,9,33.73222222222222,2025-05-23
465,111,11,24.121818181818185,2025-03-12
466,2,11,22.509090909090908,2025-06-29
467,124,7,24.3,2025-02-27
468,86,7,20.197142857142858,2025-04-06
469,52,13,24.646923076923073,2025-05-10
470,25,3,28.400000000000002,2025-06-06
471,19,9,28.735555555555557,2025-06-12
472,18,12,31.516666666666666,2025-06-13
473,102,6,36.915,2025-03-21
474,79,11,23.247272727272726,2025-04-13
475,24,10,21.182,2025-06-07
476,3,10,25.858999999999998,2025-06-28
477,1,11,17.650909090909092,2025-06-30
478,7,8,19.0675,2025-06-24
479,11,10,29.014,2025-06-20
480,74,11,30.758181818181814,2025-04-18
481,40,4,22.635,2025-05-22
482,8,6,25.646666666666665,2025-06-23
483,114,11,26.80818181818182,2025-03-09
484,64,9,45.10666666666667,2025-04-28
485,3,10,23.5,2025-06-28
486,55,3,22.24,2025-05-07
487,67,10,32.963,2025-04-25
488,115,6,23.89,2025-03-08
489,34,8,29.52625,2025-05-28
490,26,8,17.1675,2025-06-05
491,1,8,18.740000000000002,2025-06-30
492,3,8,23.1375,2025-06-28
493,77,6,25.316666666666666,2025-04-15
494,24,8,23.75125,2025-06-07
495,155,6,16.19,2025-01-27
496,88,8,21.59,2025-04-04
497,30,8,20.3425,2025-06-01
498,38,4,47.6075,2025-05-24
499,2,13,22.907692307692308,2025-06-29
500,35,9,34.41222222222222,2025-05-27
501,191,5,20.978,2024-12-22
502,15,10,20.833000000000002,2025-06-16
503,5,6,31.353333333333328,2025-06-26
504,7,12,23.754166666666666,2025-06-24
505,107,10,24.444,2025-03-16
506,48,7,23.244285714285716,2025-05-14
507,73,8,25.845,2025-04-19
508,6,7,23.164285714285715,2025-06-25
509,27,8,38.05625,2025-06-04
510,46,9,27.233333333333334,2025-05-16
511,2,5,30.18,2025-06-29
512,2,13,16.672307692307694,2025-06-29
513,10,8,34.4375,2025-06-21
514,3,15,24.348000000000003,2025-06-28
515,13,8,24.738750000000003,2025-06-18
516,20,10,30.916000000000004,2025-06-11
517,19,7,25.63714285714286,2025-06-12
518,59,6,31.386666666666667,2025-05-03
519,7,6,29.75666666666667,2025-06-24
520,24,9,30.450000000000003,2025-06-07
521,31,6,25.73,2025-05-31
522,75,9,24.10888888888889,2025-04-17
523,59,5,41.013999999999996,2025-05-03
524,43,4,20.3675,2025-05-19
525,140,10,34.669,2025-02-11
526,24,9,32.974444444444444,2025-06-07
527,12,8,24.130000000000003,2025-06-19
528,92,9,21.283333333333335,2025-03-31
529,6,12,23.51,2025-06-25
530,9,6,29.998333333333335,2025-06-22
531,79,8,23.03875,2025-04-13
532,106,11,28.84181818181818,2025-03-17
533,15,6,32.038333333333334,2025-06-16
534,203,5,29.308,2024-12-10
535,27,8,30.511249999999997,2025-06-04
536,59,12,17.81083333333333,2025-05-03
537,30,9,28.59333333333333,2025-06-01
538,1,7,22.604285714285712,2025-06-30
539,60,6,36.04833333333333,2025-05-02
540,597,4,18.155,2023-11-12
541,15,12,27.6425,2025-06-16
542,30,4,15.405,2025-06-01
543,27,4,22.599999999999998,2025-06-04
544,11,7,21.37142857142857,2025-06-20
545,36,14,20.840714285714284,2025-05-26
546,519,6,21.373333333333335,2024-01-29
547,57,5,26.901999999999997,2025-05-05
548,7,17,17.941176470588236,2025-06-24
549,94,9,23.34777777777778,2025-03-29
550,24,9,39.937777777777775,2025-06-07
551,9,7,19.59,2025-06-22
552,172,7,55.715714285714284,2025-01-10
553,8,6,33.58166666666667,2025-06-23
554,6,12,18.023333333333333,2025-06-25
555,4,9,22.112222222222222,2025-06-27
556,59,9,35.562222222222225,2025-05-03
557,112,7,20.747142857142855,2025-03-11
558,3,13,30.283076923076923,2025-06-28
559,1,4,36.1425,2025-06-30
560,22,6,40.69166666666666,2025-06-09
561,5,6,39.39333333333334,2025-06-26
562,160,8,29.33125,2025-01-22
563,186,7,42.99285714285714,2024-12-27
564,1,17,24.419999999999998,2025-06-30
565,2,11,27.08,2025-06-29
566,187,6,40.245,2024-12-26
567,53,8,28.94375,2025-05-09
568,27,12,31.800833333333333,2025-06-04
569,5,22,26.584545454545456,2025-06-26
570,27,9,31.495555555555555,2025-06-04
571,2,11,34.36000000000001,2025-06-29
572,106,8,23.72125,2025-03-17
573,32,12,22.007500000000004,2025-05-30
574,155,9,26.624444444444446,2025-01-27
575,66,11,26.95909090909091,2025-04-26
576,6,8,25.107499999999998,2025-06-25
577,4,11,25.471818181818183,2025-06-27
578,130,4,25.8425,2025-02-21
579,5,7,26.467142857142854,2025-06-26
580,297,6,30.495,2024-09-07
581,177,8,31.5025,2025-01-05
582,28,11,33.97636363636364,2025-06-03
583,8,10,25.04,2025-06-23
584,8,10,17.722,2025-06-23
585,43,9,26.698888888888888,2025-05-19
586,15,12,18.13083333333333,2025-06-16
587,14,9,30.984444444444446,2025-06-17
588,486,4,29.8575,2024-03-02
589,5,5,14.99,2025-06-26
590,1,9,21.66,2025-06-30
591,50,6,32.505,2025-05-12
592,13,9,23.487777777777776,2025-06-18
593,12,9,31.425555555555555,2025-06-19
594,2,13,32.60230769230769,2025-06-29
595,74,7,41.027142857142856,2025-04-18
596,6,8,35.56125,2025-06-25
597,53,9,41.94444444444444,2025-05-09
598,5,11,27.89636363636364,2025-06-26
599,10,5,28.726,2025-06-21
600,7,4,44.379999999999995,2025-06-24
601,20,9,36.782222222222224,2025-06-11
602,3,3,25.403333333333336,2025-06-28
603,15,9,22.494444444444447,2025-06-16
604,84,13,21.407692307692308,2025-04-08
605,1,12,34.655,2025-06-30
606,30,8,25.955,2025-06-01
607,200,9,26.293333333333337,2024-12-13
608,35,11,28.322727272727274,2025-05-27
609,8,7,25.391428571428573,2025-06-23
610,6,9,31.695555555555554,2025-06-25
611,3,6,31.635,2025-06-28
612,6,5,30.01,2025-06-25
613,28,8,21.83125,2025-06-03
614,2,7,18.268571428571427,2025-06-29
615,93,7,22.150000000000002,2025-03-30
616,45,12,21.18166666666667,2025-05-17
617,41,10,33.483,2025-05-21
618,13,4,22.975,2025-06-18
619,113,13,26.11,2025-03-10
620,348,8,43.93125,2024-07-18
621,6,9,27.874444444444446,2025-06-25
622,68,8,27.89,2025-04-24
623,158,5,23.157999999999998,2025-01-24
624,81,12,25.454166666666666,2025-04-11
625,2,7,41.25714285714286,2025-06-29
626,17,6,29.191666666666666,2025-06-14
627,173,6,38.23666666666667,2025-01-09
628,114,7,36.37571428571429,2025-03-09
629,6,7,21.15142857142857,2025-06-25
630,43,10,18.932,2025-05-19
631,26,6,35.065000000000005,2025-06-05
632,64,6,25.09,2025-04-28
633,72,8,19.805,2025-04-20
634,176,5,14.764,2025-01-06
635,27,8,20.09375,2025-06-04
636,78,7,28.532857142857146,2025-04-14
637,13,6,26.953333333333333,2025-06-18
638,46,5,25.232,2025-05-16
639,14,5,28.302,2025-06-17
640,8,7,34.542857142857144,2025-06-23
641,11,11,29.964545454545455,2025-06-20
642,1,7,28.307142857142857,2025-06-30
643,40,10,17.288999999999998,2025-05-22
644,33,6,20.856666666666666,2025-05-29
645,4,14,24.610000000000003,2025-06-27
646,110,5,32.1,2025-03-13
647,37,7,20.274285714285718,2025-05-25
648,55,4,27.9975,2025-05-07
649,1,11,26.175454545454546,2025-06-30
650,15,8,28.83,2025-06-16
651,33,11,35.51090909090909,2025-05-29
652,35,7,15.25,2025-05-27
653,6,7,27.53142857142857,2025-06-25
654,63,3,31.353333333333335,2025-04-29
655,44,11,34.63545454545454,2025-05-18
656,28,7,23.31714285714286,2025-06-03
657,16,11,26.571818181818184,2025-06-15
658,30,7,25.162857142857145,2025-06-01
659,85,10,31.401,2025-04-07
660,44,7,30.74142857142857,2025-05-18
661,28,9,32.97777777777778,2025-06-03
662,3,11,23.50272727272727,2025-06-28
663,71,3,40.663333333333334,2025-04-21
664,292,9,25.221111111111114,2024-09-12
665,3,14,17.791428571428572,2025-06-28
666,11,9,34.309999999999995,2025-06-20
667,215,8,29.25125,2024-11-28
668,5,9,35.21,2025-06-26
669,10,9,27.016666666666666,2025-06-21
670,124,10,25.532,2025-02-27
671,5,8,29.05875,2025-06-26
672,55,3,30.73,2025-05-07
673,98,4,18.18,2025-03-25
674,63,4,28.8125,2025-04-29
675,58,11,22.819090909090907,2025-05-04
676,10,7,30.12857142857143,2025-06-21
677,183,4,22.645,2024-12-30
678,88,5,33.79,2025-04-04
679,6,11,40.36636363636364,2025-06-25
680,9,5,24.09,2025-06-22
681,21,8,24.58875,2025-06-10
682,61,13,21.968461538461536,2025-05-01
683,3,10,26.354000000000003,2025-06-28
684,1,8,23.875,2025-06-30
685,36,15,37.4,2025-05-26
686,9,3,34.49,2025-06-22
687,139,6,20.029999999999998,2025-02-12
688,26,9,13.333333333333334,2025-06-05
689,32,7,37.74428571428571,2025-05-30
690,32,6,18.365,2025-05-30
691,1,12,29.536666666666665,2025-06-30
692,23,9,17.99111111111111,2025-06-08
693,12,7,20.648571428571426,2025-06-19
694,2,7,22.28,2025-06-29
695,47,9,25.01,2025-05-15
696,129,6,38.00833333333333,2025-02-22
697,1,6,30.683333333333334,2025-06-30
698,216,7,28.517142857142858,2024-11-27
699,40,8,32.4775,2025-05-22
700,13,8,21.80875,2025-06-18
701,30,9,17.54111111111111,2025-06-01
702,44,4,34.83,2025-05-18
703,9,8,23.31875,2025-06-22
704,6,5,18.756,2025-06-25
705,15,10,23.384,2025-06-16
706,43,10,35.989999999999995,2025-05-19
707,182,4,53.1275,2024-12-31
708,93,6,27.126666666666665,2025-03-30
709,36,13,37.77538461538462,2025-05-26
710,228,5,33.612,2024-11-15
711,28,5,33.542,2025-06-03
712,51,11,30.226363636363637,2025-05-11
713,15,11,29.09,2025-06-16
714,50,6,26.863333333333333,2025-05-12
715,22,4,23.9875,2025-06-09
